WARD,ID,YEAR,ITEM,CATEGORY,LOCATION,COST,TOTAL COST
45,36682,2019,Street Resurfacing Menu,Street Resurfacing,ON W BERENICE AVE FROM N LARAMIE AVE (5200 W) TO N LOCKWOOD AVE (5300 W),60243,8087592
45,36683,2019,Street Resurfacing Menu,Street Resurfacing,ON N MOODY AVE FROM W BERWYN AVE (5300 N) TO W BALMORAL AVE (5400 N),53436,8087592
45,36684,2019,Street Resurfacing Menu,Street Resurfacing,ON W AINSLIE ST FROM N LAMON AVE (4900 W) TO N LAVERGNE AVE (5000 W),70977,8087592
45,36685,2019,Street Resurfacing Menu,Street Resurfacing,ON W WILSON AVE FROM N LAPORTE AVE (4930 W) TO N LAVERGNE AVE (5000 W),32546,8087592
45,36686,2019,Street Resurfacing Menu,Street Resurfacing,ON W BERTEAU AVE FROM N KOSTNER AVE (4400 W) TO N KENNETH AVE (4430 W),37309,8087592
45,36687,2019,Street Resurfacing Menu,Street Resurfacing,ON N AVERS AVE FROM W IRVING PARK RD (4000 N) TO W BELLE PLAINE AVE (4100 N),36415,8087592
45,36688,2019,Street Resurfacing Menu,Street Resurfacing,ON N LAVERGNE AVE FROM W GUNNISON ST (4830 N) TO W AINSLIE ST (4900 N),17105,8087592
45,36689,2019,Street Resurfacing Menu,Street Resurfacing,ON N MOODY AVE FROM W ARGYLE ST (5000 N) TO W HIGGINS AVE (5126 N),63712,8087592
45,36690,2019,Street Resurfacing Menu,Street Resurfacing,ON N MARMORA AVE FROM W BRYN MAWR AVE (5600 N) TO N MILWAUKEE AVE (5700 N),42919,8087592
45,36691,2019,Street Resurfacing Menu,Street Resurfacing,ON N NATCHEZ AVE FROM W STRONG ST (4900 N) TO W ARGYLE ST (5000 N),65568,8087592
45,36692,2019,Street Resurfacing Menu,Street Resurfacing,ON N MEADE AVE FROM W GUNNISON ST (4832 N) TO W STRONG ST (4900 N),54274,8087592
45,36693,2019,Street Resurfacing Menu,Street Resurfacing,ON N SPRINGFIELD AVE FROM W BYRON ST (3900 N) TO W IRVING PARK RD (4000 N),29777,8087592
45,36694,2019,Street Resurfacing Menu,Street Resurfacing,ON N MOODY AVE FROM W BRYN MAWR AVE (5600 N) TO W ARDMORE AVE (5800 N),93276,8087592
45,36695,2019,Street Resurfacing Menu,Street Resurfacing,ON W BYRON ST FROM N LARAMIE AVE (5200 W) TO N LOCKWOOD AVE (5300 W),67505,8087592
45,36696,2019,Street Resurfacing Menu,Street Resurfacing,ON W BERTEAU AVE FROM N KOSTNER AVE (4400 W) TO N KENNETH AVE (4430 W),8706,8087592
45,36697,2019,Street Resurfacing Menu,Street Resurfacing,ON N LOTUS AVE FROM W CARMEN AVE (5100 N) TO W FOSTER AVE (5200 N),21339,8087592
45,36698,2019,Sidewalk Menu,Sidewalk Repair,ON W BRYN MAWR AVE FROM N PARKSIDE AVE (5630 W) TO N MAJOR AVE (5700 W),15256,8087592
45,36699,2020,Alley Resurfacing Menu,Alleys,N NORMANDY AVE & W GREGORY ST & N NATOMA AVE & W RASCHER AVE,29366,8087592
45,36700,2020,Street Resurfacing Menu (1-5),Street Resurfacing,ON N LOCKWOOD AVE FROM W DAKIN ST (3930 N) TO W GRACE ST (3800 N),41826,8087592
45,36701,2020,Street Resurfacing Menu,Street Resurfacing,ON N MOBILE AVE FROM W ROSEDALE AVE (5900 N) TO W PETERSON AVE (6000 N),54731,8087592
45,36702,2020,Street Resurfacing Menu,Street Resurfacing,ON N LEAMINGTON AVE FROM W FOSTER AVE (5200 N) TO W BERWYN AVE (5300 N),56946,8087592
45,36703,2020,Street Resurfacing Menu,Street Resurfacing,ON W ROSEDALE AVE FROM N MELVINA AVE (6200 W) TO N MERRIMAC AVE (6230 W),46734,8087592
45,36704,2020,Street Resurfacing Menu,Street Resurfacing,ON N LOTUS AVE FROM W CARMEN AVE (5100 N) TO W FOSTER AVE (5200 N),36970,8087592
45,36705,2020,Street Resurfacing Menu,Street Resurfacing,ON N MELVINA AVE FROM N NORTHWEST HWY (5620 N) TO W ARDMORE AVE (5800 N),95761,8087592
45,36706,2020,Street Resurfacing Menu,Street Resurfacing,ON N LARNED AVE FROM N LIEB AVE (5300 N) TO N LUDLAM AVE (5400 N),30552,8087592
45,36707,2020,Street Resurfacing Menu,Street Resurfacing,ON W LELAND AVE FROM N MAJOR AVE (5700 W) TO N MENARD AVE (5800 W),54009,8087592
45,36708,2020,Street Resurfacing Menu,Street Resurfacing,ON N MONITOR AVE FROM W CATALPA AVE (5500 N) TO N MARMORA AVE (5600 N),50533,8087592
45,36709,2020,Street Resurfacing Menu,Street Resurfacing,ON W EDMUNDS ST FROM N LESTER AVE (5520 W) TO W HIGGINS AVE (5600 W),79873,8087592
45,36710,2020,Street Resurfacing Menu,Street Resurfacing,ON W WINDSOR AVE FROM N LINDER AVE (5500 W) TO N CENTRAL AVE (5600 W),21369,8087592
45,36711,2020,Street Resurfacing Menu,Street Resurfacing,ON W LELAND AVE FROM N LEAMINGTON AVE (5130 W) TO N LARAMIE AVE (5200 W),29809,8087592
45,36712,2020,Street Resurfacing Menu,Street Resurfacing,ON N LAVERGNE AVE FROM W PENSACOLA AVE (4330 N) TO W MONTROSE AVE (4400 N),25106,8087592
45,36713,2020,Street Resurfacing Menu,Street Resurfacing,ON N LARAMIE AVE FROM W STRONG ST (4930 N) TO W ARGYLE ST (4999 N),22816,8087592
45,36714,2020,Street Speed Hump Menu,Street Resurfacing,ON W CULLOM AVE FROM N CICERO AVE (4800 W) TO N LAMON AVE (4900 W),4700,8087592
45,36715,2020,Street Speed Hump Menu,Street Resurfacing,ON W WARNER AVE FROM N CICERO AVE (4800 W) TO N MILWAUKEE AVE (4900 W),7050,8087592
45,36716,2021,Alley Resurfacing Menu,Alleys,N LECLAIRE AVE & W WARWICK AVE & W WAVELAND AVE & N LARAMIE AVE,36788,8087592
45,36717,2021,Miscellaneous CDOT Projects,Misc. CDOT,5409 N NORTHWEST HWY,2500,8087592
45,36718,2021,OEMC Camera Project,Police Cameras,N MILWAUKEE AVE & W LAWRENCE AVE,127967,8087592
45,36719,2021,Street Bump Outs Menu,Pedestrian Infrastructure,W AINSLIE ST & N CICERO AVE,1997,8087592
45,36720,2021,Street Resurfacing Menu,Street Resurfacing,ON N LARAMIE AVE FROM W LELAND AVE (4700 N) TO W GIDDINGS ST (4728 N),34690,8087592
45,36721,2021,Street Resurfacing Menu,Street Resurfacing,ON N LARAMIE AVE FROM W WINNEMAC AVE (5032 N) TO W FOSTER AVE (5200 N),90116,8087592
45,36722,2021,Street Resurfacing Menu,Street Resurfacing,ON N LECLAIRE AVE FROM W ARGYLE ST (5000 N) TO W WINNEMAC AVE (5030 N),27831,8087592
45,36723,2021,Street Resurfacing Menu,Street Resurfacing,ON N LECLAIRE AVE FROM W GRACE ST (3800 N) TO W IRVING PARK RD (4000 N),93999,8087592
45,36724,2021,Street Resurfacing Menu,Street Resurfacing,ON N LIND AVE FROM N LUDLAM AVE (5300 N) TO N LYNCH AVE (5350 N),26246,8087592
45,36725,2021,Street Resurfacing Menu,Street Resurfacing,ON N LINDER AVE FROM W BALMORAL AVE (5400 N) TO N LYNCH AVE (5320 N),42890,8087592
45,36726,2021,Street Resurfacing Menu,Street Resurfacing,ON N LONG AVE FROM N LIEB AVE (5240 N) TO W FOSTER AVE (5200 N),44949,8087592
45,36727,2021,Street Resurfacing Menu,Street Resurfacing,ON N MANGO AVE FROM N AVONDALE AVE (5130 N) TO W HIGGINS AVE (4972 N),68265,8087592
45,36728,2021,Street Resurfacing Menu,Street Resurfacing,ON N MCVICKER AVE FROM W HIGGINS AVE (5099 N) TO W FOSTER AVE (5200 N),61303,8087592
45,36729,2021,Street Resurfacing Menu,Street Resurfacing,ON N MEADE AVE FROM W STRONG ST (4900 N) TO W HIGGINS AVE (5099 N),125410,8087592
45,36730,2021,Street Resurfacing Menu,Street Resurfacing,ON N MELVINA AVE FROM W GUNNISON ST (4832 N) TO W ARGYLE ST (5000 N),98890,8087592
45,36731,2021,Street Resurfacing Menu,Street Resurfacing,ON N MENARD AVE FROM N MANILA AVE (5400 N) TO N MAGNET AVE (5500 N),50640,8087592
45,36732,2021,Street Resurfacing Menu,Street Resurfacing,ON N MERRIMAC AVE FROM N NORTHWEST HWY (5650 N) TO W PETERSON AVE (6000 N),21987,8087592
45,36733,2021,Street Resurfacing Menu,Street Resurfacing,ON N MOBILE AVE FROM W SEMINOLE ST (5700 N) TO W ROSEDALE AVE (5900 N),90676,8087592
45,36734,2021,Street Resurfacing Menu,Street Resurfacing,ON N MONITOR AVE FROM N AVONDALE AVE (5230 N) TO W FOSTER AVE (5200 N),16219,8087592
45,36735,2021,Street Resurfacing Menu,Street Resurfacing,ON N MOODY AVE FROM N AVONDALE AVE (5500 N) TO W BALMORAL AVE (5400 N),52591,8087592
45,36736,2021,Street Resurfacing Menu,Street Resurfacing,ON N PARKSIDE AVE FROM W SEMINOLE ST (5700 N) TO W BRYN MAWR AVE (5600 N),54634,8087592
45,36737,2021,Street Resurfacing Menu,Street Resurfacing,ON W ARGYLE ST FROM N CICERO AVE (4800 W) TO N LECLAIRE AVE (5100 W),154479,8087592
45,36738,2021,Street Resurfacing Menu,Street Resurfacing,ON W BERWYN AVE FROM N LYNCH AVE (5500 W) TO N CENTRAL AVE (5600 W),32886,8087592
45,36739,2021,Street Resurfacing Menu,Street Resurfacing,ON W GUNNISON ST FROM N CENTRAL AVE (5600 W) TO N MAJOR AVE (5700 W),60300,8087592
45,36740,2021,Street Resurfacing Menu,Street Resurfacing,ON W GUNNISON ST FROM N CICERO AVE (4800 W) TO N LAMON AVE (4900 W),54596,8087592
45,36741,2021,Street Resurfacing Menu,Street Resurfacing,ON W STRONG ST FROM 4928 W TO N LAMON AVE (4900 W),22437,8087592
45,36742,2021,Street Speed Hump Menu,Street Resurfacing,ON N MENARD AVE FROM W HIGGINS AVE (4999 N) TO W CARMEN AVE (5100 N),4700,8087592
45,36743,2022,1 LPR/No Camera - NE on W Devon at N Caldwell,Police Cameras,W DEVON AVE & N CALDWELL AVE,27410,8087592
45,36744,2022,Alley Speed Hump Menu,Alleys,W ARDMORE AVE & N MCVICKER AVE & N MEADE AVE & W SEMINOLE ST,700,8087592
45,36745,2022,Concrete Alley Menu,Alleys,5657 N MELVINA AVE,2618,8087592
45,36746,2022,Concrete Alley Menu,Alleys,N MERRIMAC AVE & W STRONG ST & W ARGYLE ST & N MELVINA AVE,104000,8087592
45,36747,2022,Miscellaneous CDOT Projects,Misc. CDOT,5359 W WILSON AVE,660,8087592
45,36748,2022,OEMC Camera Project,Police Cameras,4800 W IRVING PARK RD,14000,8087592
45,36749,2022,Street Bump Outs Menu,Pedestrian Infrastructure,W AINSLIE ST & N CICERO AVE,11557,8087592
45,36750,2022,Street Light Upgrade Menu,Lighting,5685 N MILWAUKEE AVE,500,8087592
45,36751,2022,Street Light Upgrade Menu,Lighting,ON N AVONDALE AVE FROM W LAWRENCE AVE (4800 N) TO W AINSLIE ST (4900 N),2000,8087592
45,36752,2022,Street Resurfacing Menu,Street Resurfacing,ON N LAVERGNE AVE FROM W AINSLIE ST (4900 N) TO W ARGYLE ST (5000 N),77619,8087592
45,36753,2022,Street Resurfacing Menu,Street Resurfacing,ON N LECLAIRE AVE FROM W WILSON AVE (4600 N) TO N AVONDALE AVE (4720 N),62988,8087592
45,36754,2022,Street Resurfacing Menu,Street Resurfacing,ON N LOCKWOOD AVE FROM W FOSTER AVE (5200 N) TO N ROGERS AVE (5234 N),23961,8087592
45,36755,2022,Street Resurfacing Menu,Street Resurfacing,ON N LOTUS AVE FROM W CATALPA AVE (5500 N) TO W BRYN MAWR AVE (5600 N),53204,8087592
45,36756,2022,Street Resurfacing Menu,Street Resurfacing,ON N LUNA AVE FROM W BERWYN AVE (5300 N) TO W FARRAGUT AVE (5232 N),21350,8087592
45,36757,2022,Street Resurfacing Menu,Street Resurfacing,ON N MAJOR AVE FROM W BRYN MAWR AVE (5600 N) TO W SEMINOLE ST (5700 N),54075,8087592
45,36758,2022,Street Resurfacing Menu,Street Resurfacing,ON N MAJOR AVE FROM W HIGGINS AVE (4961 N) TO W CARMEN AVE (5100 N),67413,8087592
45,36759,2022,Street Resurfacing Menu,Street Resurfacing,ON N MANGO AVE FROM 5637 N TO N ELSTON AVE (5800 N),83757,8087592
45,36760,2022,Street Resurfacing Menu,Street Resurfacing,ON N MARMORA AVE FROM W CARMEN AVE (5100 N) TO N AVONDALE AVE (5300 N),81399,8087592
45,36761,2022,Street Resurfacing Menu,Street Resurfacing,ON N MASON AVE FROM N ELSTON AVE (5940 N) TO N MILWAUKEE AVE (5730 N),131891,8087592
45,36762,2022,Street Resurfacing Menu,Street Resurfacing,ON N MENARD AVE FROM W CARMEN AVE (5100 N) TO W FOSTER AVE (5200 N),53890,8087592
45,36763,2022,Street Resurfacing Menu,Street Resurfacing,ON N MONITOR AVE FROM 5450 N TO N NORTHWEST HWY (5410 N),44909,8087592
45,36764,2022,Street Resurfacing Menu,Street Resurfacing,ON W AINSLIE ST FROM N CICERO AVE (4800 W) TO N LAMON AVE (4900 W),55689,8087592
45,36765,2022,Street Resurfacing Menu,Street Resurfacing,ON W AINSLIE ST FROM W GROVER ST (5640 W) TO N MAJOR AVE (5700 W),40495,8087592
45,36766,2022,Street Resurfacing Menu,Street Resurfacing,ON W GUNNISON ST FROM N LECLAIRE AVE (5100 W) TO N LARAMIE AVE (5199 W),61145,8087592
45,36767,2022,Street Resurfacing Menu,Street Resurfacing,ON W HUTCHINSON ST FROM N CICERO AVE (4800 W) TO N LARAMIE AVE (5200 W),205246,8087592
45,36768,2022,Street Resurfacing Menu,Street Resurfacing,ON W LELAND AVE FROM N MAJOR AVE (5700 W) TO N CENTRAL AVE (5600 W),50043,8087592
45,36769,2022,Street Resurfacing Menu,Street Resurfacing,ON W PENSACOLA AVE FROM N MILWAUKEE AVE (5050 W) TO N LARAMIE AVE (5200 W),89186,8087592
45,36770,2022,Street Resurfacing Menu,Street Resurfacing,ON W WINONA ST FROM N LOCKWOOD AVE (5300 W) TO N LONG AVE (5400 W),69981,8087592
45,36771,2022,Street Speed Hump Menu,Street Resurfacing,5472 N MENARD AVE,2350,8087592
45,41492,2019,Alley Resurfacing Menu,Alleys,5690 W GOODMAN ST:W GOODMAN ST & N PARKSIDE AVE:W GOODMAN ST,16237,8087592
45,41493,2019,Diagonal Parking Menu,Street Redesign,5859 N MOODY AVE:ON N MOODY AVE FROM W ARDMORE AVE (5800 N) TO N MILWAUKEE AVE (5840 N),48687,8087592
45,41494,2020,Alley Resurfacing Menu,Alleys,5033 W SUNNYSIDE AVE:W SUNNYSIDE AVE & N LAVERGNE AVE & N MILWAUKEE AVE & W AGATITE AVE,54278,8087592
45,41495,2020,Alley Resurfacing Menu,Alleys,W WARWICK AVE & N LAVERGNE AVE & N LECLAIRE AVE & W WAVELAND AVE:5001 W WARWICK AVE,31906,8087592
45,43318,2019,Street Speed Hump Replacement,Street Resurfacing,ON W BYRON ST FROM N LARAMIE AVE (5200 W) TO N LOCKWOOD AVE (5300 W),0,8087592
45,43319,2019,Street Speed Hump Replacement,Street Resurfacing,ON W DAKIN ST FROM N LECLAIRE AVE (5100 W) TO N LARAMIE AVE (5200 W),0,8087592
45,43320,2019,Street Speed Hump Replacement,Street Resurfacing,ON N LAWNDALE AVE FROM W BYRON ST (3900 N) TO W IRVING PARK RD (4000 N),0,8087592
45,43321,2019,Street Speed Hump Replacement,Street Resurfacing,ON N MOODY AVE FROM W ARGYLE ST (5000 N) TO W HIGGINS AVE (5126 N),0,8087592
45,43322,2020,Street Speed Hump Replacement,Street Resurfacing,ON N MOBILE AVE FROM W ROSEDALE AVE (5900 N) TO W PETERSON AVE (6000 N),0,8087592
45,43323,2020,Street Speed Hump Replacement,Street Resurfacing,ON N LEAMINGTON AVE FROM W FOSTER AVE (5200 N) TO W BERWYN AVE (5300 N),0,8087592
45,43324,2021,Street Speed Hump Removal Menu,Street Resurfacing,ON W GUNNISON ST FROM N CICERO AVE (4800 W) TO N LAMON AVE (4900 W),0,8087592
45,43325,2021,Street Speed Hump Replacement,Street Resurfacing,ON N LONG AVE FROM N LIEB AVE (5240 N) TO W FOSTER AVE (5200 N),0,8087592
45,43326,2021,Street Speed Hump Replacement,Street Resurfacing,ON N MENARD AVE FROM N MANILA AVE (5400 N) TO N MAGNET AVE (5500 N),0,8087592
45,43327,2021,Street Speed Hump Replacement,Street Resurfacing,ON N PARKSIDE AVE FROM W SEMINOLE ST (5700 N) TO W BRYN MAWR AVE (5600 N),0,8087592
45,43328,2022,Street Speed Hump Replacement,Street Resurfacing,ON N MENARD AVE FROM W CARMEN AVE (5100 N) TO W FOSTER AVE (5200 N),0,8087592
45,43329,2022,Street Speed Hump Replacement,Street Resurfacing,ON W AINSLIE ST FROM W GROVER ST (5640 W) TO N MAJOR AVE (5700 W),0,8087592
45,43330,2022,Street Speed Hump Replacement,Street Resurfacing,ON W GUNNISON ST FROM N LECLAIRE AVE (5100 W) TO N LARAMIE AVE (5199 W),0,8087592
45,43331,2022,Street Speed Hump Replacement,Street Resurfacing,ON W HUTCHINSON ST FROM N CICERO AVE (4800 W) TO N LARAMIE AVE (5200 W),0,8087592
45,43332,2022,Street Speed Hump Replacement,Street Resurfacing,ON W PENSACOLA AVE FROM N MILWAUKEE AVE (5050 W) TO N LARAMIE AVE (5200 W),0,8087592
45,45766,2023,Alley Speed Hump Menu,Alleys,N MILWAUKEE AVE & W HUTCHINSON ST & W CULLOM AVE & N LAMON AVE,725,8087592
45,45767,2023,Speed Indicator Signs,Traffic Signals,N CENTRAL AVE & W CATALPA AVE,3120,8087592
45,45768,2023,Street Resurfacing Menu,Street Resurfacing,ON N ALGONQUIN AVE FROM N SAUGANASH AVE (6800 N) TO W LUNT AVE (7000 N),102053,8087592
45,45769,2023,Street Resurfacing Menu,Street Resurfacing,ON N DOWAGIAC AVE FROM N WAUKESHA AVE (6800 N) TO W LUNT AVE (7000 N),223518,8087592
45,45770,2023,Street Resurfacing Menu,Street Resurfacing,ON N KINZUA AVE FROM N TAHOMA AVE (6530 N) TO N WAUKESHA AVE (6700 N),48816,8087592
45,45771,2023,Street Resurfacing Menu,Street Resurfacing,ON N LEOTI AVE FROM 7045 N TO N MCALPIN AVE (7000 N),64042,8087592
45,45772,2023,Street Resurfacing Menu,Street Resurfacing,ON N LEROY AVE FROM 6420 N TO W DEVON AVE (6400 N),20375,8087592
45,45773,2023,Street Resurfacing Menu,Street Resurfacing,ON N MARMORA AVE FROM W EASTWOOD AVE (4630 N) TO W GIDDINGS ST (4730 N),80836,8087592
45,45774,2023,Street Resurfacing Menu,Street Resurfacing,ON N MASON AVE FROM N NORTHWEST HWY (5470 N) TO W BRYN MAWR AVE (5600 N),57515,8087592
45,45775,2023,Street Resurfacing Menu,Street Resurfacing,ON N MEDFORD AVE FROM N MONON AVE (6930 N) TO N MCALPIN AVE (7000 N),54639,8087592
45,45776,2023,Street Resurfacing Menu,Street Resurfacing,ON N MINNEHAHA AVE FROM W DEVON AVE (6400 N) TO N HIAWATHA AVE (6500 N),12290,8087592
45,45777,2023,Street Resurfacing Menu,Street Resurfacing,ON N MINNETONKA AVE FROM N SAUGANASH AVE (6800 N) TO W MORSE AVE (6900 N),48707,8087592
45,45778,2023,Street Resurfacing Menu,Street Resurfacing,ON N MOSELLE AVE FROM N SIOUX AVE (7000 N) TO N IONIA AVE (7100 N),49998,8087592
45,45779,2023,Street Resurfacing Menu,Street Resurfacing,ON N NASSAU AVE FROM N NAPER AVE (6100 N) TO W RAVEN ST (6200 N),91542,8087592
45,45780,2023,Street Resurfacing Menu,Street Resurfacing,ON N NEENAH AVE FROM W RAVEN ST (6200 N) TO W PALATINE AVE (6300 N),58046,8087592
45,45781,2023,Street Resurfacing Menu,Street Resurfacing,ON N SAUGANASH AVE FROM N CENTRAL AVE (6740 N) TO N CHICORA AVE (6900 N),215209,8087592
45,45782,2023,Street Resurfacing Menu,Street Resurfacing,ON N SIOUX AVE FROM N MOSELLE AVE (7000 N) TO N MCALPIN AVE (7100 N),68133,8087592
45,45783,2023,Street Resurfacing Menu,Street Resurfacing,ON N WAUKESHA AVE FROM N DOWAGIAC AVE (6800 N) TO N SAUGANASH AVE (6820 N),25065,8087592
45,45784,2023,Street Resurfacing Menu,Street Resurfacing,ON N WAUKESHA AVE FROM N KINZUA AVE (6700 N) TO N IONIA AVE (6750 N),101427,8087592
45,45785,2023,Street Resurfacing Menu,Street Resurfacing,ON W EASTWOOD AVE FROM N MARMORA AVE (5900 W) TO N AUSTIN AVE (6000 W),29525,8087592
45,45786,2023,Street Resurfacing Menu,Street Resurfacing,ON W GREENLEAF AVE FROM 5831 W TO N LEHIGH AVE (5400 W),37572,8087592
45,45787,2023,Street Resurfacing Menu,Street Resurfacing,ON W MORSE AVE FROM N CENTRAL AVE (5400 W) TO N MINNETONKA AVE (5460 W),101955,8087592
45,45788,2023,Street Speed Hump Menu,Street Resurfacing,ON N MELVINA AVE FROM W STRONG ST (4900 N) TO W ARGYLE ST (5000 N),4880,8087592
45,47834,2024,ADA - Alley Resurfacing Menu,Alleys,N CALDWELL AVE & N TONTY AVE&N WILDWOOD AVE & N LEOTI AVE; 6755 N CALDWELL AVE,7245,8087592
45,47835,2024,ADA - Alley Resurfacing Menu,Alleys,N MINNETONKA AVE & N LEHIGH AVE&N CALDWELL AVE & N ALGONQUIN AVE; 6515 N MINNETONKA AVE,7245,8087592
45,47836,2024,ADA - Alley Resurfacing Menu,Alleys,W TOUHY AVE & N MOBILE AVE&N NAGLE AVE & W FITCH AVE; 6301 W TOUHY AVE,7245,8087592
45,47837,2024,ADA - Street Resurfacing Menu,Street Resurfacing,ON N ALGONQUIN AVE FROM 6471 N TO N TAHOMA AVE (6530 N),21735,8087592
45,47838,2024,ADA - Street Resurfacing Menu,Street Resurfacing,ON N LIEB AVE FROM N LONG AVE (5240 N) TO N LIANO AVE (5340 N),36225,8087592
45,47839,2024,ADA - Street Resurfacing Menu,Street Resurfacing,ON N TAHOMA AVE FROM N MCALPIN AVE (6970 N) TO W ESTES AVE (7100 N),7245,8087592
45,47840,2024,Alley Resurfacing Menu,Alleys,N CALDWELL AVE & N TONTY AVE&N WILDWOOD AVE & N LEOTI AVE; 6755 N CALDWELL AVE,13394,8087592
45,47841,2024,Alley Resurfacing Menu,Alleys,N MULLIGAN AVE & W BRYN MAWR AVE&W BRYN MAWR AVE & N AVONDALE AVE; 5621 N MULLIGAN AVE,41107,8087592
45,47842,2024,Alley Resurfacing Menu,Alleys,W TOUHY AVE & N MOBILE AVE&N NAGLE AVE & W FITCH AVE; 6301 W TOUHY AVE,12520,8087592
45,47843,2024,Alley Speed Hump Menu,Alleys,W MONTROSE AVE & N CICERO AVE&N CICERO AVE & W PENSACOLA AVE,2175,8087592
45,47844,2024,Alley Speed Hump Replacement,Alleys,N MINNETONKA AVE & N LEHIGH AVE&N CALDWELL AVE & N ALGONQUIN AVE; 6515 N MINNETONKA AVE,0,8087592
45,47845,2024,Alley Speed Hump Replacement,Alleys,N MULLIGAN AVE & W BRYN MAWR AVE&W BRYN MAWR AVE & N AVONDALE AVE; 5621 N MULLIGAN AVE,0,8087592
45,47846,2024,Speed Indicator Signs,Traffic Signals,N CENTRAL AVE & W CATALPA AVE,7879,8087592
45,47847,2024,Street Light Upgrade Menu,Lighting,4958 N MILWAUKEE AVE,500,8087592
45,47848,2024,Street Light Upgrade Menu,Lighting,5329 N MELVINA AVE,500,8087592
45,47849,2024,Street Resurfacing Menu,Street Resurfacing,ON N ALGONQUIN AVE FROM 6471 N TO N TAHOMA AVE (6530 N),35583,8087592
45,47850,2024,Street Resurfacing Menu,Street Resurfacing,ON N KOLMAR AVE FROM W IRVING PARK RD (4000 N) TO W BERTEAU AVE (4200 N),149118,8087592
45,47851,2024,Street Resurfacing Menu,Street Resurfacing,ON N LAMON AVE FROM W HUTCHINSON ST (4230 N) TO W CULLOM AVE (4300 N),18633,8087592
45,47852,2024,Street Resurfacing Menu,Street Resurfacing,ON N LEOTI AVE FROM 6833 N TO N TONTY AVE (6850 N),14777,8087592
45,47853,2024,Street Resurfacing Menu,Street Resurfacing,ON N LIEB AVE FROM N LONG AVE (5240 N) TO N LIANO AVE (5340 N),75183,8087592
45,47854,2024,Street Resurfacing Menu,Street Resurfacing,ON N LOLETA AVE FROM N CALDWELL AVE (6600 N) TO N HIAWATHA AVE (6800 N),124110,8087592
45,47855,2024,Street Resurfacing Menu,Street Resurfacing,ON N LORON AVE FROM N HIAWATHA AVE (6800 N) TO N LOLETA AVE (6900 N),118406,8087592
45,47856,2024,Street Resurfacing Menu,Street Resurfacing,ON N LOTUS AVE FROM W BALMORAL AVE (5400 N) TO W CATALPA AVE (5500 N),55254,8087592
45,47857,2024,Street Resurfacing Menu,Street Resurfacing,ON N MCALPIN AVE FROM N MEDFORD AVE (7000 N) TO N CALDWELL AVE (7000 N),29333,8087592
45,47858,2024,Street Resurfacing Menu,Street Resurfacing,ON N MCALPIN AVE FROM N SIOUX AVE (7100 N) TO N IONIA AVE (7200 N),70286,8087592
45,47859,2024,Street Resurfacing Menu,Street Resurfacing,ON N MCALPIN AVE FROM N TAHOMA AVE (7030 N) TO N HIAWATHA AVE (7100 N),50165,8087592
45,47860,2024,Street Resurfacing Menu,Street Resurfacing,ON N MENARD AVE FROM N MILWAUKEE AVE (5530 N) TO W BRYN MAWR AVE (5600 N),39640,8087592
45,47861,2024,Street Resurfacing Menu,Street Resurfacing,ON N NOKOMIS AVE FROM W DEVON AVE (6400 N) TO N IONIA AVE (6500 N),76285,8087592
45,47862,2024,Street Resurfacing Menu,Street Resurfacing,ON N PARKSIDE AVE FROM N LOVEJOY AVE (5430 N) TO N MILWAUKEE AVE (5340 N),22606,8087592
45,47863,2024,Street Resurfacing Menu,Street Resurfacing,ON N PARKSIDE AVE FROM N LOVEJOY AVE (5430 N) TO W CATALPA AVE (5500 N),54890,8087592
45,47864,2024,Street Resurfacing Menu,Street Resurfacing,ON N SIOUX AVE FROM W TOUHY AVE (7200 N) TO N MANKATO AVE (7130 N),25865,8087592
